timestamp,open,high,low,close
2026-03-24 13:04:00,46210.83,46214.26,46182.47,46182.47
2026-03-24 13:05:00,46182.87,46182.87,46133.05,46146.95
2026-03-24 13:06:00,46145.50,46178.33,46140.12,46173.07
2026-03-24 13:07:00,46162.72,46177.80,46158.26,46160.02
2026-03-24 13:08:00,46161.97,46176.92,46161.97,46164.31
2026-03-24 13:09:00,46163.15,46172.75,46142.67,46143.98
2026-03-24 13:10:00,46143.83,46144.09,46119.94,46139.41
2026-03-24 13:11:00,46140.22,46163.23,46140.22,46150.72
2026-03-24 13:12:00,46152.35,46156.91,46114.18,46114.18
2026-03-24 13:13:00,46114.25,46146.91,46114.25,46146.91
2026-03-24 13:14:00,46146.42,46147.01,46129.62,46141.46
2026-03-24 13:15:00,46140.79,46154.72,46139.45,46150.19
2026-03-24 13:16:00,46149.56,46149.71,46133.58,46144.47
2026-03-24 13:17:00,46143.42,46162.67,46141.91,46142.12
2026-03-24 13:18:00,46137.15,46143.86,46133.81,46135.26
2026-03-24 13:19:00,46134.64,46152.64,46133.37,46145.52
2026-03-24 13:20:00,46145.83,46167.54,46140.66,46155.28
2026-03-24 13:21:00,46155.45,46169.84,46155.45,46163.77
2026-03-24 13:22:00,46163.09,46164.41,46153.76,46156.39
2026-03-24 13:23:00,46159.39,46175.99,46159.39,46174.80
2026-03-24 13:24:00,46175.53,46178.93,46166.44,46166.44
2026-03-24 13:25:00,46164.97,46165.82,46156.86,46164.17
2026-03-24 13:26:00,46164.86,46178.72,46157.54,46162.67
2026-03-24 13:27:00,46162.65,46171.88,46161.84,46167.96
2026-03-24 13:28:00,46165.16,46176.24,46163.13,46175.53
2026-03-24 13:29:00,46179.16,46179.41,46166.86,46172.03
2026-03-24 13:30:00,46172.13,46214.04,46167.34,46207.31
2026-03-24 13:31:00,46207.60,46211.05,46197.66,46211.05
2026-03-24 13:32:00,46211.48,46211.48,46185.52,46185.74
2026-03-24 13:33:00,46186.29,46187.61,46147.31,46147.62
2026-03-24 13:34:00,46148.04,46155.49,46135.37,46136.17
2026-03-24 13:35:00,46136.14,46143.94,46121.23,46139.67
2026-03-24 13:36:00,46138.99,46147.12,46134.99,46138.44
2026-03-24 13:37:00,46138.19,46164.08,46137.88,46163.59
2026-03-24 13:38:00,46162.94,46169.31,46152.98,46154.53
2026-03-24 13:39:00,46153.79,46169.19,46148.71,46169.19
2026-03-24 13:40:00,46169.40,46199.34,46169.40,46174.48
2026-03-24 13:41:00,46175.13,46175.13,46147.32,46162.14
2026-03-24 13:42:00,46162.69,46162.69,46107.38,46114.07
2026-03-24 13:43:00,46114.27,46124.45,46111.60,46111.60
2026-03-24 13:44:00,46111.55,46111.88,46099.51,46106.15
2026-03-24 13:45:00,46106.06,46111.35,46096.80,46105.91
2026-03-24 13:46:00,46104.42,46112.55,46099.74,46107.73
2026-03-24 13:47:00,46106.94,46119.23,46101.41,46116.50
2026-03-24 13:48:00,46116.70,46130.57,46113.99,46127.84
2026-03-24 13:49:00,46128.14,46140.54,46125.55,46133.10
2026-03-24 13:50:00,46133.18,46133.18,46119.90,46124.80
2026-03-24 13:51:00,46124.87,46132.59,46123.98,46125.00
2026-03-24 13:52:00,46124.46,46181.04,46122.32,46135.08
2026-03-24 13:53:00,46135.36,46135.36,46111.75,46132.64
2026-03-24 13:54:00,46132.21,46144.38,46120.52,46139.09
2026-03-24 13:55:00,46139.40,46207.42,46127.53,46180.18
2026-03-24 13:56:00,46184.80,46230.26,46184.80,46199.89
2026-03-24 13:57:00,46199.03,46211.92,46179.67,46202.74
2026-03-24 13:58:00,46201.37,46232.69,46196.75,46225.65
2026-03-24 13:59:00,46227.58,46227.58,46208.35,46216.31
2026-03-24 14:00:00,46221.70,46262.01,46221.40,46244.30
2026-03-24 14:01:00,46246.56,46246.56,46215.36,46225.72
2026-03-24 14:02:00,46226.40,46233.30,46212.95,46232.91
2026-03-24 14:03:00,46233.56,46235.16,46208.76,46217.58
2026-03-24 14:04:00,46218.79,46234.54,46214.66,46226.82
2026-03-24 14:05:00,46226.75,46234.57,46219.53,46234.57
2026-03-24 14:06:00,46234.48,46235.91,46225.00,46225.46
2026-03-24 14:07:00,46227.34,46233.31,46219.19,46233.31
2026-03-24 14:08:00,46234.44,46236.79,46206.40,46215.02
2026-03-24 14:09:00,46216.19,46217.57,46202.98,46204.27
2026-03-24 14:10:00,46204.98,46208.68,46192.38,46194.87
2026-03-24 14:11:00,46194.87,46204.19,46189.76,46203.17
2026-03-24 14:12:00,46202.92,46208.13,46198.99,46208.13
2026-03-24 14:13:00,46208.50,46211.18,46197.60,46205.60
2026-03-24 14:14:00,46204.92,46208.22,46189.11,46199.94
2026-03-24 14:15:00,46199.83,46199.83,46180.27,46186.64
2026-03-24 14:16:00,46186.80,46187.96,46176.73,46181.51
2026-03-24 14:17:00,46181.58,46189.45,46166.19,46167.08
2026-03-24 14:18:00,46166.65,46168.60,46155.58,46168.11
2026-03-24 14:19:00,46169.08,46210.19,46169.08,46210.19
2026-03-24 14:20:00,46207.41,46225.99,46198.37,46203.29
2026-03-24 14:21:00,46203.27,46213.27,46202.20,46212.23
2026-03-24 14:22:00,46212.20,46212.20,46190.42,46197.77
2026-03-24 14:23:00,46197.46,46208.52,46197.46,46200.72
2026-03-24 14:24:00,46200.84,46217.08,46200.14,46214.02
2026-03-24 14:25:00,46213.75,46234.39,46211.44,46233.56
2026-03-24 14:26:00,46233.14,46245.17,46232.88,46243.01
2026-03-24 14:27:00,46243.32,46266.76,46240.76,46266.39
2026-03-24 14:28:00,46266.11,46266.11,46221.70,46224.56
2026-03-24 14:29:00,46225.40,46253.66,46223.92,46243.65
2026-03-24 14:30:00,46243.31,46253.83,46241.04,46246.40
2026-03-24 14:31:00,46245.97,46283.85,46241.78,46283.85
2026-03-24 14:32:00,46287.67,46314.36,46287.67,46306.40
2026-03-24 14:33:00,46305.79,46305.79,46273.96,46283.94
2026-03-24 14:34:00,46284.02,46294.63,46271.48,46273.00
2026-03-24 14:35:00,46273.29,46298.60,46272.79,46298.60
2026-03-24 14:36:00,46297.95,46297.95,46282.41,46291.84
2026-03-24 14:37:00,46291.98,46298.48,46289.89,46294.17
2026-03-24 14:38:00,46294.46,46346.32,46294.46,46346.32
2026-03-24 14:39:00,46347.33,46382.55,46329.11,46380.67
2026-03-24 14:40:00,46380.21,46380.21,46360.46,46364.83
2026-03-24 14:41:00,46364.34,46364.34,46287.09,46287.75
2026-03-24 14:42:00,46290.80,46292.88,46260.72,46286.41
2026-03-24 14:43:00,46286.35,46290.69,46277.27,46282.35
2026-03-24 14:44:00,46281.38,46295.00,46281.38,46293.53
2026-03-24 14:45:00,46293.40,46294.10,46272.56,46272.59
2026-03-24 14:46:00,46275.25,46284.71,46265.54,46284.54
2026-03-24 14:47:00,46285.00,46287.89,46265.78,46265.78
2026-03-24 14:48:00,46265.14,46285.30,46265.08,46267.34
2026-03-24 14:49:00,46267.61,46281.35,46265.99,46278.52
2026-03-24 14:50:00,46279.15,46291.38,46278.33,46282.38
2026-03-24 14:51:00,46283.81,46297.16,46282.35,46288.84
2026-03-24 14:52:00,46289.06,46292.73,46279.52,46292.73
2026-03-24 14:53:00,46294.19,46315.38,46289.19,46289.19
2026-03-24 14:54:00,46288.16,46288.16,46268.74,46281.64
2026-03-24 14:55:00,46281.58,46281.58,46260.63,46263.85
2026-03-24 14:56:00,46263.23,46263.23,46233.42,46246.22
2026-03-24 14:57:00,46247.29,46252.56,46245.72,46245.72
2026-03-24 14:58:00,46245.20,46259.35,46241.19,46255.02
2026-03-24 14:59:00,46253.83,46261.64,46252.37,46261.42
2026-03-24 15:00:00,46260.33,46282.34,46260.22,46279.02
2026-03-24 15:01:00,46279.39,46303.96,46279.39,46289.00
2026-03-24 15:02:00,46289.21,46295.99,46287.10,46291.30
2026-03-24 15:03:00,46291.49,46302.60,46290.61,46296.44
2026-03-24 15:04:00,46295.26,46297.63,46283.92,46284.62
2026-03-24 15:05:00,46284.78,46285.35,46274.28,46283.96
2026-03-24 15:06:00,46284.80,46286.89,46276.72,46284.90
2026-03-24 15:07:00,46286.18,46286.69,46276.03,46277.98
2026-03-24 15:08:00,46277.42,46277.42,46262.71,46276.93
2026-03-24 15:09:00,46276.84,46301.90,46275.90,46300.76
2026-03-24 15:10:00,46300.71,46304.21,46296.26,46298.54
2026-03-24 15:11:00,46299.28,46320.30,46298.32,46316.90
2026-03-24 15:12:00,46313.27,46316.09,46303.27,46309.47
2026-03-24 15:13:00,46311.57,46314.08,46302.67,46304.91
2026-03-24 15:14:00,46304.92,46320.92,46304.44,46320.92
2026-03-24 15:15:00,46320.85,46320.85,46308.10,46311.38
2026-03-24 15:16:00,46310.79,46310.79,46295.12,46297.15
2026-03-24 15:17:00,46296.97,46297.08,46275.38,46277.52
2026-03-24 15:18:00,46276.48,46280.73,46261.19,46264.45
2026-03-24 15:19:00,46265.36,46284.30,46265.36,46276.52
2026-03-24 15:20:00,46276.51,46282.48,46271.94,46275.44
2026-03-24 15:21:00,46275.73,46282.61,46270.27,46276.27
2026-03-24 15:22:00,46276.55,46282.96,46267.50,46267.50
2026-03-24 15:23:00,46267.43,46268.56,46252.32,46264.17
2026-03-24 15:24:00,46263.92,46276.42,46257.03,46272.38
2026-03-24 15:25:00,46272.19,46275.05,46261.29,46264.03
2026-03-24 15:26:00,46261.68,46263.68,46247.13,46252.99
2026-03-24 15:27:00,46252.73,46261.33,46248.28,46251.79
2026-03-24 15:28:00,46251.26,46251.26,46233.25,46234.33
2026-03-24 15:29:00,46231.70,46249.23,46231.70,46239.42
2026-03-24 15:30:00,46239.42,46241.41,46213.10,46241.41
2026-03-24 15:31:00,46242.30,46258.70,46237.84,46239.75
2026-03-24 15:32:00,46239.53,46250.55,46231.17,46233.68
2026-03-24 15:33:00,46232.94,46238.95,46228.29,46238.95
2026-03-24 15:34:00,46239.66,46240.69,46216.78,46218.05
2026-03-24 15:35:00,46217.36,46217.65,46190.83,46192.51
2026-03-24 15:36:00,46192.75,46212.44,46188.74,46207.70
2026-03-24 15:37:00,46201.72,46215.72,46197.02,46208.77
2026-03-24 15:38:00,46209.27,46215.01,46202.00,46204.11
2026-03-24 15:39:00,46201.38,46206.84,46199.66,46205.51
2026-03-24 15:40:00,46206.28,46207.76,46192.68,46193.05
2026-03-24 15:41:00,46193.58,46206.72,46192.34,46194.53
2026-03-24 15:42:00,46196.66,46209.89,46195.79,46209.89
2026-03-24 15:43:00,46210.01,46213.77,46199.90,46200.94
2026-03-24 15:44:00,46199.66,46202.00,46185.28,46185.28
2026-03-24 15:45:00,46185.68,46186.93,46166.09,46172.02
2026-03-24 15:46:00,46170.02,46170.02,46145.02,46161.24
2026-03-24 15:47:00,46161.43,46177.46,46158.60,46159.58
2026-03-24 15:48:00,46157.18,46168.45,46154.26,46166.30
